StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
1115231,14,20002532,1,2024,Killian Hayes,DET,PG,31,42,800.30,1007,36,117.00,283.00,41.3,95.00,209.00,45.5,22.00,74.00,29.7,33.00,50.00,66.0,11.00,108.00,119.00,205.00,36.00,20.00,51.00,75.00,289.00,856.30,842.75,-244.00,0.00,0.00
1115232,24,20002864,1,2024,Dominick Barlow,SA,PF,1,28,336.60,361,47,50.00,101.00,49.5,47.00,92.00,51.1,3.00,9.00,33.3,27.00,40.00,67.5,40.00,58.00,98.00,30.00,11.00,14.00,6.00,44.00,130.00,361.60,346.00,-36.00,0.00,0.00
1115233,23,20002887,1,2024,EJ Liddell,NO,PF,0,8,17.50,23,5,1.00,6.00,16.7,1.00,1.00,100,0.00,5.00,0,2.00,2.00,100,0.00,5.00,5.00,1.00,2.00,2.00,2.00,2.00,4.00,21.50,18.75,-4.00,0.00,0.00
1115234,9,20002678,1,2024,Neemias Queta,BOS,C,1,24,296.60,284,35,49.00,81.00,60.5,49.00,81.00,60.5,0.00,0.00,0,16.00,22.00,72.7,45.00,58.00,103.00,12.00,10.00,15.00,9.00,45.00,114.00,321.60,309.25,106.00,2.00,0.00
1115235,14,20003150,1,2024,Malcolm Cazalon,DET,SG,0,1,0.00,2,35,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00
1115236,21,20001991,1,2024,Jaren Jackson Jr.,MEM,PF,57,57,2013.80,1823,31,439.00,989.00,44.4,334.00,667.00,50.1,105.00,322.00,32.6,296.00,366.00,80.9,71.00,248.00,319.00,122.00,63.00,90.00,137.00,201.00,1279.00,2166.80,2158.25,-242.00,5.00,0.00
1115237,17,20003050,1,2024,Brice Sensabaugh,UTA,SF,3,15,121.80,193,47,28.00,63.00,44.4,18.00,32.00,56.2,10.00,31.00,32.3,8.00,9.00,88.9,5.00,24.00,29.00,14.00,4.00,0.00,16.00,15.00,74.00,125.80,137.75,-22.00,1.00,0.00
1115238,28,20002386,1,2024,Amir Coffey,LAC,PF,10,52,559.20,983,55,114.00,221.00,51.6,69.00,112.00,61.6,45.00,109.00,41.3,46.00,52.00,88.5,19.00,77.00,96.00,50.00,28.00,8.00,22.00,70.00,319.00,595.20,599.00,-31.00,1.00,0.00
1115239,7,20000617,1,2024,Nicolas Batum,PHI,PF,30,44,673.10,1073,55,82.00,177.00,46.3,31.00,51.00,60.8,51.00,126.00,40.5,14.00,19.00,73.7,52.00,121.00,173.00,93.00,32.00,30.00,27.00,87.00,229.00,735.10,720.75,136.00,0.00,0.00
1115240,1,20002549,1,2024,R.J. Hampton,WAS,PG,2,8,26.20,76,2,4.00,14.00,28.6,3.00,6.00,50.0,1.00,8.00,12.5,1.00,2.00,50.0,2.00,4.00,6.00,8.00,0.00,0.00,3.00,8.00,10.00,26.20,28.50,21.00,0.00,0.00
1115241,24,20002881,1,2024,Jeremy Sochan,SA,PF,65,66,1638.70,1952,9,302.00,679.00,44.5,239.00,488.00,49.0,63.00,191.00,33.0,98.00,126.00,77.8,119.00,292.00,411.00,225.00,50.00,33.00,123.00,157.00,765.00,1721.70,1759.75,-326.00,5.00,0.00
1115242,28,20002695,1,2024,Joshua Primo,LAC,SG,0,2,1.20,10,16,1.00,3.00,33.3,1.00,2.00,50.0,0.00,1.00,0,0.00,0.00,0,1.00,0.00,1.00,0.00,0.00,1.00,4.00,0.00,2.00,2.20,3.25,-1.00,0.00,0.00
1115243,12,20003133,1,2024,Craig Porter Jr.,CLE,PG,5,42,554.10,572,2,106.00,206.00,51.5,95.00,177.00,53.7,11.00,29.00,37.9,37.00,51.00,72.5,20.00,78.00,98.00,103.00,19.00,12.00,40.00,38.00,260.00,585.10,584.50,-9.00,0.00,0.00
1115244,8,20002008,1,2024,Lonnie Walker IV,BKN,SF,0,45,739.50,809,12,180.00,404.00,44.6,86.00,181.00,47.5,94.00,223.00,42.2,41.00,53.00,77.4,9.00,86.00,95.00,61.00,29.00,13.00,45.00,63.00,495.00,781.50,813.75,76.00,0.00,0.00
1115245,1,20002300,1,2024,Jordan Poole,WAS,PG,52,63,1632.10,1843,45,371.00,916.00,40.5,235.00,486.00,48.4,136.00,430.00,31.6,156.00,181.00,86.2,24.00,139.00,163.00,241.00,69.00,24.00,145.00,206.00,1034.00,1725.10,1782.25,-434.00,1.00,0.00
1115246,22,20002595,1,2024,Nate Hinton,HOU,SG,0,11,60.40,57,31,10.00,20.00,50.0,3.00,9.00,33.3,7.00,11.00,63.6,4.00,5.00,80.0,3.00,9.00,12.00,6.00,2.00,2.00,2.00,10.00,31.00,64.40,65.50,16.00,0.00,0.00
1115247,1,20002615,1,2024,Anthony Gill,WAS,PF,0,35,150.00,179,39,25.00,53.00,47.2,22.00,40.00,55.0,3.00,13.00,23.1,15.00,20.00,75.0,14.00,26.00,40.00,14.00,7.00,7.00,15.00,12.00,68.00,164.00,161.00,74.00,0.00,0.00
1115248,18,20002921,1,2024,Jaylin Williams,OKC,PF,0,53,576.80,665,16,69.00,172.00,40.1,29.00,63.00,46.0,40.00,109.00,36.7,23.00,28.00,82.1,29.00,145.00,174.00,70.00,21.00,20.00,20.00,73.00,201.00,617.80,615.50,146.00,0.00,0.00
1115249,8,20002658,1,2024,Cam Thomas,BKN,SG,36,51,1487.30,1518,36,392.00,890.00,44.0,285.00,602.00,47.3,107.00,288.00,37.2,193.00,232.00,83.2,21.00,133.00,154.00,139.00,38.00,12.00,90.00,108.00,1084.00,1537.30,1593.50,-123.00,0.00,0.00
1115250,21,20002927,1,2024,Vince Williams Jr.,MEM,SG,33,52,1201.50,1436,29,169.00,379.00,44.6,90.00,170.00,52.9,79.00,209.00,37.8,104.00,130.00,80.0,59.00,231.00,290.00,175.00,47.00,34.00,92.00,135.00,521.00,1282.50,1306.00,-91.00,3.00,0.00
1115251,28,20000594,1,2024,Mason Plumlee,LAC,C,9,30,462.00,487,59,66.00,104.00,63.5,66.00,103.00,64.1,0.00,1.00,0,48.00,72.00,66.7,43.00,127.00,170.00,38.00,10.00,12.00,23.00,46.00,180.00,484.00,483.50,44.00,1.00,0.00
1115252,13,20003070,1,2024,Ben Sheppard,IND,SF,0,42,327.60,517,33,59.00,145.00,40.7,25.00,45.00,55.6,34.00,100.00,34.0,16.00,19.00,84.2,9.00,54.00,63.00,30.00,21.00,2.00,7.00,62.00,168.00,350.60,351.25,24.00,0.00,0.00
1115253,5,20001825,1,2024,Markelle Fultz,ORL,PG,15,28,523.60,622,1,107.00,220.00,48.6,106.00,210.00,50.5,1.00,10.00,10.0,17.00,27.00,63.0,38.00,60.00,98.00,86.00,31.00,9.00,35.00,41.00,232.00,563.60,546.50,2.00,0.00,0.00
1115254,10,20002907,1,2024,Ron Harper Jr.,TOR,SF,0,1,1.50,3,39,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,1.50,1.50,-9.00,0.00,0.00
1115255,11,20002280,1,2024,Coby White,CHI,SG,66,66,2157.20,2424,32,457.00,1011.00,45.2,271.00,531.00,51.0,186.00,480.00,38.8,187.00,223.00,83.9,38.00,273.00,311.00,344.00,47.00,16.00,145.00,156.00,1287.00,2220.20,2344.25,-18.00,4.00,0.00
1115256,4,20002057,1,2024,Duncan Robinson,MIA,SG,27,60,1273.90,1691,17,279.00,613.00,45.5,109.00,191.00,57.1,170.00,422.00,40.3,74.00,83.00,89.2,13.00,139.00,152.00,177.00,40.00,14.00,84.00,142.00,802.00,1327.90,1408.50,72.00,0.00,0.00
1115257,4,20002936,1,2024,Cole Swider,MIA,PF,0,11,33.80,54,31,9.00,25.00,36.0,4.00,6.00,66.7,5.00,19.00,26.3,2.00,2.00,100,1.00,3.00,4.00,4.00,1.00,1.00,6.00,2.00,25.00,35.80,39.50,1.00,0.00,0.00
1115258,13,20002535,1,2024,Jalen Smith,IND,PF,13,47,922.40,834,21,190.00,308.00,61.7,140.00,195.00,71.8,50.00,113.00,44.2,58.00,84.00,69.0,77.00,185.00,262.00,52.00,11.00,29.00,38.00,101.00,488.00,962.40,985.50,-28.00,4.00,0.00
1115259,16,20001871,1,2024,Monte Morris,MIN,PG,0,17,197.80,240,43,34.00,90.00,37.8,23.00,54.00,42.6,11.00,36.00,30.6,6.00,9.00,66.7,5.00,24.00,29.00,40.00,8.00,3.00,4.00,6.00,85.00,208.80,206.75,28.00,0.00,0.00
1115260,9,20003076,1,2024,Jordan Walsh,BOS,SF,0,4,22.20,33,0,1.00,5.00,20.0,1.00,2.00,50.0,0.00,3.00,0,0.00,0.00,0,2.00,9.00,11.00,2.00,2.00,1.00,2.00,5.00,2.00,25.20,23.75,25.00,0.00,0.00
1115261,12,20001708,1,2024,Georges Niang,CLE,SF,6,66,1016.20,1439,36,221.00,500.00,44.2,107.00,189.00,56.6,114.00,311.00,36.7,40.00,48.00,83.3,20.00,216.00,236.00,82.00,19.00,14.00,52.00,155.00,596.00,1049.20,1111.00,61.00,0.00,0.00
1115262,8,20002289,1,2024,Cameron Johnson,BKN,PF,45,50,1195.80,1387,54,247.00,544.00,45.4,125.00,237.00,52.7,122.00,307.00,39.7,71.00,91.00,78.0,50.00,169.00,219.00,124.00,42.00,13.00,50.00,94.00,687.00,1250.80,1294.25,-34.00,1.00,0.00
1115263,14,20003036,1,2024,Ausar Thompson,DET,SG,38,63,1388.40,1582,44,232.00,480.00,48.3,211.00,367.00,57.5,21.00,113.00,18.6,71.00,119.00,59.7,129.00,273.00,402.00,120.00,68.00,59.00,84.00,175.00,556.00,1515.40,1464.00,-231.00,2.00,0.00
1115264,28,20003082,1,2024,Jordan Miller,LAC,SF,0,7,18.00,25,43,5.00,9.00,55.6,4.00,7.00,57.1,1.00,2.00,50.0,2.00,2.00,100,3.00,2.00,5.00,0.00,0.00,0.00,1.00,2.00,13.00,18.00,19.25,-13.00,0.00,0.00
1115265,9,20000474,1,2024,Jrue Holiday,BOS,PG,59,59,1670.10,1962,1,291.00,600.00,48.5,170.00,326.00,52.1,121.00,274.00,44.2,60.00,72.00,83.3,75.00,253.00,328.00,287.00,53.00,43.00,109.00,96.00,763.00,1766.10,1812.00,370.00,7.00,0.00
1115266,14,20002541,1,2024,Isaiah Stewart,DET,PF,42,43,966.10,1332,40,175.00,364.00,48.1,112.00,198.00,56.6,63.00,166.00,38.0,63.00,84.00,75.0,70.00,218.00,288.00,69.00,17.00,36.00,65.00,97.00,476.00,1019.10,1052.00,-85.00,5.00,0.00
1115267,22,20000875,1,2024,Steven Adams,HOU,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1115268,28,20001416,1,2024,Norman Powell,LAC,SG,1,63,1231.30,1631,32,310.00,636.00,48.7,171.00,317.00,53.9,139.00,319.00,43.6,111.00,135.00,82.2,13.00,156.00,169.00,67.00,36.00,21.00,56.00,115.00,870.00,1288.30,1337.25,154.00,0.00,0.00
1115269,17,20001997,1,2024,Collin Sexton,UTA,PG,42,65,1844.10,1656,49,401.00,828.00,48.4,293.00,559.00,52.4,108.00,269.00,40.1,273.00,317.00,86.1,58.00,110.00,168.00,305.00,51.00,14.00,128.00,130.00,1183.00,1909.10,1975.00,-12.00,3.00,0.00
1115270,3,20002306,1,2024,Bruno Fernando,ATL,C,1,28,345.60,358,21,54.00,97.00,55.7,54.00,94.00,57.4,0.00,3.00,0,27.00,44.00,61.4,35.00,78.00,113.00,18.00,15.00,20.00,22.00,51.00,135.00,380.60,362.25,-24.00,0.00,0.00
1115271,28,20000646,1,2024,Kawhi Leonard,LAC,SF,58,58,2322.40,1983,39,517.00,989.00,52.3,393.00,698.00,56.3,124.00,291.00,42.6,216.00,243.00,88.9,70.00,287.00,357.00,216.00,98.00,48.00,96.00,85.00,1374.00,2468.40,2457.75,354.00,3.00,1.00
1115272,30,20002873,1,2024,Keegan Murray,SAC,PF,60,60,1576.80,1980,33,335.00,725.00,46.2,203.00,357.00,56.9,132.00,368.00,35.9,84.00,100.00,84.0,76.00,243.00,319.00,98.00,66.00,41.00,53.00,163.00,886.00,1683.80,1692.75,62.00,5.00,0.00
1115273,14,20002681,1,2024,Quentin Grimes,DET,SG,18,51,634.00,1024,52,122.00,328.00,37.2,41.00,88.00,46.6,81.00,240.00,33.8,34.00,45.00,75.6,15.00,85.00,100.00,66.00,35.00,7.00,28.00,75.00,359.00,676.00,693.50,-39.00,0.00,0.00
1115274,28,20002312,1,2024,Terance Mann,LAC,PG,54,58,913.00,1468,49,185.00,374.00,49.5,131.00,211.00,62.1,54.00,163.00,33.1,53.00,66.00,80.3,72.00,123.00,195.00,100.00,31.00,13.00,36.00,109.00,477.00,957.00,969.25,51.00,1.00,0.00
1115275,10,20002040,1,2024,Bruce Brown,TOR,SG,40,54,1183.00,1533,5,225.00,484.00,46.5,182.00,343.00,53.1,43.00,141.00,30.5,98.00,114.00,86.0,44.00,201.00,245.00,150.00,50.00,17.00,61.00,122.00,591.00,1250.00,1250.25,-69.00,2.00,0.00
1115276,27,20002575,1,2024,Skylar Mays,LAL,SG,5,33,354.10,421,15,62.00,156.00,39.7,46.00,102.00,45.1,16.00,54.00,29.6,13.00,17.00,76.5,10.00,33.00,43.00,83.00,18.00,4.00,19.00,25.00,153.00,376.10,376.75,-101.00,2.00,0.00
1115277,21,20000560,1,2024,Marcus Smart,MEM,PG,20,20,511.60,604,48,102.00,237.00,43.0,60.00,103.00,58.3,42.00,134.00,31.3,43.00,56.00,76.8,6.00,47.00,53.00,86.00,41.00,5.00,62.00,53.00,289.00,557.60,566.25,-20.00,0.00,0.00
1115278,24,20002867,1,2024,Malaki Branham,SA,SG,23,61,875.50,1266,43,214.00,495.00,43.2,144.00,291.00,49.5,70.00,204.00,34.3,45.00,48.00,93.8,22.00,98.00,120.00,135.00,23.00,7.00,74.00,77.00,543.00,905.50,953.50,-351.00,0.00,0.00
1115279,30,20000852,1,2024,Alex Len,SAC,C,0,31,255.50,269,55,36.00,60.00,60.0,36.00,57.00,63.2,0.00,3.00,0,10.00,21.00,47.6,34.00,51.00,85.00,27.00,10.00,15.00,19.00,38.00,82.00,280.50,269.25,100.00,0.00,0.00
1115280,9,20000603,1,2024,Al Horford,BOS,C,25,54,1199.20,1443,13,162.00,330.00,49.1,80.00,125.00,64.0,82.00,205.00,40.0,19.00,22.00,86.4,68.00,288.00,356.00,144.00,30.00,54.00,37.00,81.00,425.00,1283.20,1281.00,331.00,3.00,0.00
1115281,21,20002555,1,2024,Desmond Bane,MEM,SG,37,37,1417.80,1277,19,330.00,696.00,47.4,207.00,376.00,55.1,123.00,320.00,38.4,121.00,140.00,86.4,34.00,135.00,169.00,196.00,38.00,20.00,99.00,106.00,904.00,1475.80,1540.25,-146.00,2.00,0.00
1115282,21,20002910,1,2024,Jake LaRavia,MEM,PF,1,22,318.50,390,0,53.00,149.00,35.6,35.00,77.00,45.5,18.00,72.00,25.0,42.00,51.00,82.4,29.00,41.00,70.00,25.00,17.00,7.00,17.00,43.00,166.00,342.50,342.50,-99.00,2.00,0.00
1115283,8,20003056,1,2024,Dariq Whitehead,BKN,SG,0,2,14.30,23,59,1.00,5.00,20.0,1.00,2.00,50.0,0.00,3.00,0,1.00,2.00,50.0,0.00,4.00,4.00,3.00,0.00,1.00,0.00,0.00,3.00,15.30,14.50,-22.00,0.00,0.00
1115284,28,20002701,1,2024,Bones Hyland,LAC,PG,2,26,273.50,354,58,61.00,163.00,37.4,33.00,79.00,41.8,28.00,84.00,33.3,11.00,14.00,78.6,3.00,22.00,25.00,53.00,14.00,2.00,29.00,37.00,161.00,289.50,303.25,-37.00,0.00,0.00
1115285,3,20001745,1,2024,Bogdan Bogdanovic,ATL,SG,17,63,1703.20,1856,42,372.00,879.00,42.3,178.00,355.00,50.1,194.00,524.00,37.0,109.00,119.00,91.6,40.00,171.00,211.00,190.00,81.00,20.00,84.00,144.00,1047.00,1804.20,1852.75,145.00,0.00,0.00
1115286,6,20002455,1,2024,Charlie Brown Jr.,NY,SG,0,8,10.40,37,17,2.00,10.00,20.0,0.00,3.00,0,2.00,7.00,28.6,0.00,0.00,0,1.00,1.00,2.00,0.00,0.00,2.00,2.00,5.00,6.00,12.40,12.50,-6.00,0.00,0.00
1115287,17,20002538,1,2024,Kira Lewis Jr.,UTA,PG,0,19,101.50,152,22,17.00,54.00,31.5,15.00,33.00,45.5,2.00,21.00,9.5,10.00,11.00,90.9,5.00,10.00,15.00,21.00,6.00,1.00,8.00,9.00,46.00,108.50,107.25,-20.00,0.00,0.00
1115288,2,20002893,1,2024,Bryce McGowens,CHA,SG,13,50,464.20,788,53,88.00,194.00,45.4,58.00,106.00,54.7,30.00,88.00,34.1,52.00,69.00,75.4,16.00,75.00,91.00,46.00,20.00,7.00,26.00,70.00,258.00,491.20,496.75,-188.00,0.00,0.00
1115289,5,20000832,1,2024,Gary Harris,ORL,SG,15,42,571.30,975,46,107.00,232.00,46.1,47.00,75.00,62.7,60.00,157.00,38.2,31.00,41.00,75.6,18.00,51.00,69.00,71.00,38.00,12.00,23.00,71.00,305.00,621.30,616.25,62.00,0.00,0.00
1115290,10,20003039,1,2024,Gradey Dick,TOR,SG,4,45,520.90,815,58,113.00,265.00,42.6,56.00,109.00,51.4,57.00,156.00,36.5,24.00,26.00,92.3,22.00,70.00,92.00,55.00,25.00,0.00,29.00,62.00,307.00,545.90,568.50,-180.00,0.00,0.00
1115291,19,20003033,1,2024,Scoot Henderson,POR,PG,17,46,1006.00,1236,41,201.00,538.00,37.4,147.00,357.00,41.2,54.00,181.00,29.8,125.00,152.00,82.2,40.00,95.00,135.00,218.00,26.00,10.00,136.00,141.00,581.00,1042.00,1113.75,-287.00,4.00,0.00
1115292,19,20002352,1,2024,Moses Brown,POR,C,4,14,111.00,116,0,16.00,34.00,47.1,16.00,34.00,47.1,0.00,0.00,0,1.00,7.00,14.3,22.00,33.00,55.00,4.00,2.00,4.00,6.00,16.00,33.00,117.00,116.75,-34.00,0.00,0.00
1115293,4,20001413,1,2024,Terry Rozier,MIA,PG,47,48,1685.40,1633,30,353.00,792.00,44.6,245.00,474.00,51.7,108.00,318.00,34.0,148.00,170.00,87.1,30.00,167.00,197.00,300.00,48.00,16.00,91.00,85.00,962.00,1749.40,1800.75,-355.00,4.00,0.00
1115294,7,20000457,1,2024,Kyle Lowry,PHI,PG,41,46,919.70,1295,24,126.00,298.00,42.3,51.00,102.00,50.0,75.00,196.00,38.3,46.00,54.00,85.2,30.00,126.00,156.00,197.00,49.00,16.00,66.00,111.00,373.00,984.70,1001.00,-37.00,2.00,0.00
1115295,25,20002329,1,2024,Daniel Gafford,DAL,C,51,59,1609.80,1458,30,267.00,376.00,71.0,267.00,376.00,71.0,0.00,0.00,0,105.00,151.00,69.5,164.00,295.00,459.00,80.00,54.00,125.00,58.00,184.00,639.00,1788.80,1679.75,-185.00,12.00,0.00
1115296,30,20002664,1,2024,Davion Mitchell,SAC,PG,4,55,455.00,752,31,95.00,210.00,45.2,59.00,102.00,57.8,36.00,108.00,33.3,20.00,27.00,74.1,9.00,51.00,60.00,94.00,11.00,3.00,32.00,67.00,246.00,469.00,492.00,-110.00,0.00,0.00
1115297,23,20000620,1,2024,CJ McCollum,NO,PG,49,49,1553.80,1530,26,326.00,719.00,45.3,167.00,333.00,50.2,159.00,386.00,41.2,85.00,107.00,79.4,27.00,182.00,209.00,210.00,48.00,36.00,76.00,98.00,896.00,1637.80,1683.25,156.00,1.00,0.00
1115298,16,20002684,1,2024,Luka Garza,MIN,C,0,15,60.30,49,41,13.00,30.00,43.3,9.00,18.00,50.0,4.00,12.00,33.3,12.00,16.00,75.0,8.00,6.00,14.00,3.00,0.00,0.00,3.00,14.00,42.00,60.30,64.50,-4.00,0.00,0.00
1115299,24,20002309,1,2024,Keldon Johnson,SA,SF,26,61,1689.50,1807,5,356.00,788.00,45.2,243.00,461.00,52.7,113.00,327.00,34.6,152.00,193.00,78.8,85.00,250.00,335.00,179.00,47.00,19.00,90.00,133.00,977.00,1755.50,1821.25,-338.00,9.00,0.00
1115300,6,20001874,1,2024,Isaiah Hartenstein,NY,C,33,59,1367.70,1468,8,160.00,262.00,61.1,159.00,259.00,61.4,1.00,3.00,33.3,81.00,112.00,72.3,196.00,295.00,491.00,129.00,62.00,63.00,67.00,165.00,402.00,1492.70,1435.25,247.00,6.00,0.00
1115301,18,20002870,1,2024,Chet Holmgren,OKC,C,65,65,2271.30,1959,26,412.00,770.00,53.5,303.00,489.00,62.0,109.00,281.00,38.8,162.00,206.00,78.6,104.00,405.00,509.00,177.00,41.00,161.00,104.00,158.00,1095.00,2473.30,2431.75,334.00,19.00,0.00
1115302,21,20002266,1,2024,Ja Morant,MEM,PG,9,9,392.50,317,56,80.00,170.00,47.1,66.00,119.00,55.5,14.00,51.00,27.5,52.00,64.00,81.2,6.00,44.00,50.00,73.00,7.00,5.00,27.00,19.00,226.00,404.50,420.00,11.00,3.00,0.00
1115303,17,20002727,1,2024,Micah Potter,UTA,PF,0,3,15.20,20,8,3.00,4.00,75.0,1.00,1.00,100,2.00,3.00,66.7,0.00,0.00,0,0.00,6.00,6.00,0.00,0.00,0.00,0.00,1.00,8.00,15.20,16.50,-18.00,0.00,0.00
1115304,30,20001433,1,2024,Trey Lyles,SAC,PF,0,49,713.70,968,0,118.00,262.00,45.0,49.00,82.00,59.8,69.00,180.00,38.3,44.00,63.00,69.8,48.00,168.00,216.00,55.00,13.00,14.00,31.00,77.00,349.00,740.70,774.50,116.00,0.00,0.00
1115305,16,20002913,1,2024,Josh Minott,MIN,PF,0,23,66.60,65,47,10.00,25.00,40.0,9.00,18.00,50.0,1.00,7.00,14.3,12.00,14.00,85.7,3.00,10.00,13.00,4.00,3.00,4.00,2.00,7.00,33.00,73.60,68.75,4.00,0.00,0.00
1115306,17,20001831,1,2024,Lauri Markkanen,UTA,PF,51,51,1904.70,1677,8,395.00,818.00,48.3,231.00,409.00,56.5,164.00,409.00,40.1,222.00,250.00,88.8,115.00,306.00,421.00,103.00,44.00,24.00,67.00,95.00,1176.00,1972.70,2068.25,52.00,18.00,0.00
1115307,10,20002272,1,2024,RJ Barrett,TOR,SG,53,53,1616.30,1675,54,385.00,788.00,48.9,299.00,555.00,53.9,86.00,233.00,36.9,180.00,254.00,70.9,46.00,233.00,279.00,171.00,28.00,20.00,107.00,114.00,1036.00,1664.30,1728.25,-120.00,1.00,0.00
1115308,13,20002673,1,2024,Isaiah Jackson,IND,PF,3,48,756.20,648,12,134.00,202.00,66.3,134.00,198.00,67.7,0.00,4.00,0,66.00,92.00,71.7,74.00,122.00,196.00,40.00,30.00,51.00,35.00,122.00,334.00,837.20,788.00,-7.00,3.00,0.00
1115309,21,20002318,1,2024,John Konchar,MEM,SG,20,51,784.10,1047,51,81.00,190.00,42.6,46.00,81.00,56.8,35.00,109.00,32.1,17.00,20.00,85.0,64.00,169.00,233.00,97.00,44.00,49.00,41.00,66.00,214.00,877.10,835.25,-139.00,1.00,0.00
1115310,11,20003151,1,2024,Onuralp Bitim,CHI,SG,0,10,78.10,134,0,18.00,41.00,43.9,9.00,17.00,52.9,9.00,24.00,37.5,3.00,4.00,75.0,5.00,13.00,18.00,5.00,2.00,1.00,5.00,9.00,48.00,81.10,86.00,-21.00,0.00,0.00
1115311,17,20000443,1,2024,Otto Porter Jr.,UTA,SF,1,15,103.80,174,1,14.00,33.00,42.4,6.00,10.00,60.0,8.00,23.00,34.8,3.00,3.00,100,6.00,23.00,29.00,8.00,5.00,5.00,2.00,19.00,39.00,113.80,110.25,22.00,0.00,0.00
1115312,3,20000629,1,2024,Wesley Matthews,ATL,SG,2,25,145.60,268,24,16.00,56.00,28.6,5.00,14.00,35.7,11.00,42.00,26.2,14.00,20.00,70.0,4.00,29.00,33.00,14.00,10.00,7.00,6.00,29.00,57.00,162.60,155.75,-56.00,0.00,0.00
1115313,18,20002836,1,2024,Olivier Sarr,OKC,C,0,14,90.00,94,33,11.00,19.00,57.9,9.00,13.00,69.2,2.00,6.00,33.3,10.00,15.00,66.7,10.00,25.00,35.00,2.00,0.00,7.00,3.00,18.00,34.00,97.00,94.25,9.00,0.00,0.00
1115314,4,20002195,1,2024,Haywood Highsmith,MIA,SF,24,49,600.30,957,9,98.00,227.00,43.2,48.00,91.00,52.7,50.00,136.00,36.8,21.00,26.00,80.8,39.00,90.00,129.00,47.00,42.00,25.00,26.00,90.00,267.00,667.30,644.75,-25.00,0.00,0.00
1115315,18,20002896,1,2024,Jalen Williams,OKC,SF,58,58,1861.60,1830,4,432.00,802.00,53.9,344.00,605.00,56.9,88.00,197.00,44.7,152.00,186.00,81.7,30.00,203.00,233.00,260.00,62.00,31.00,98.00,152.00,1104.00,1954.60,1969.25,309.00,2.00,0.00
1115316,30,20000483,1,2024,Harrison Barnes,SAC,SF,65,65,1196.80,1906,20,279.00,570.00,48.9,153.00,260.00,58.8,126.00,310.00,40.6,116.00,144.00,80.6,49.00,135.00,184.00,74.00,44.00,10.00,43.00,84.00,800.00,1250.80,1290.50,-104.00,0.00,0.00
1115317,28,20002690,1,2024,Brandon Boston Jr.,LAC,SG,0,21,120.20,156,4,30.00,76.00,39.5,23.00,52.00,44.2,7.00,24.00,29.2,12.00,16.00,75.0,10.00,11.00,21.00,6.00,2.00,5.00,7.00,20.00,79.00,127.20,128.25,-65.00,0.00,0.00
1115318,2,20002003,1,2024,Miles Bridges,CHA,SF,53,55,2012.10,2064,33,456.00,988.00,46.2,324.00,623.00,52.0,132.00,365.00,36.2,138.00,166.00,83.1,54.00,359.00,413.00,183.00,57.00,28.00,110.00,101.00,1182.00,2097.10,2179.25,-475.00,17.00,0.00
1115319,13,20003088,1,2024,Isaiah Wong,IND,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1115320,3,20002544,1,2024,Saddiq Bey,ATL,PF,51,63,1564.20,2061,37,290.00,697.00,41.6,177.00,339.00,52.2,113.00,358.00,31.6,170.00,203.00,83.7,167.00,244.00,411.00,92.00,51.00,11.00,54.00,88.00,863.00,1626.20,1680.25,-19.00,8.00,0.00
1115321,2,20002567,1,2024,Nick Richards,CHA,C,43,56,1290.00,1482,59,220.00,318.00,69.2,220.00,317.00,69.4,0.00,1.00,0,116.00,161.00,72.0,152.00,303.00,455.00,46.00,21.00,70.00,63.00,148.00,556.00,1381.00,1368.25,-392.00,16.00,0.00
1115322,13,20002879,1,2024,Bennedict Mathurin,IND,SG,19,59,1316.30,1538,22,296.00,663.00,44.6,216.00,449.00,48.1,80.00,214.00,37.4,184.00,224.00,82.1,60.00,174.00,234.00,119.00,35.00,14.00,97.00,117.00,856.00,1365.30,1421.00,-92.00,3.00,0.00
