StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
1107448,17,20002599,2,2024,Omer Yurtseven,UTA,C,0,4,37.80,54,14,5.00,11.00,45.5,5.00,8.00,62.5,0.00,3.00,0,2.00,5.00,40.0,7.00,12.00,19.00,0.00,1.00,1.00,1.00,7.00,12.00,39.80,39.25,-17.00,0.00,0.00
1107449,30,20002612,2,2024,Jordan Ford,SAC,PG,0,3,21.80,20,4,6.00,9.00,66.7,6.00,6.00,100,0.00,3.00,0,2.00,2.00,100,1.00,3.00,4.00,2.00,0.00,0.00,0.00,1.00,14.00,21.80,22.00,19.00,0.00,0.00
1107450,28,20002640,2,2024,Brodric Thomas,LAC,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107451,30,20002652,2,2024,Chris Duarte,SAC,SF,1,3,22.60,42,8,8.00,18.00,44.4,5.00,9.00,55.6,3.00,9.00,33.3,0.00,0.00,0,0.00,3.00,3.00,2.00,1.00,0.00,5.00,7.00,19.00,23.60,26.75,-19.00,0.00,0.00
1107452,7,20002653,2,2024,Jaden Springer,PHI,SG,0,4,76.50,79,18,16.00,24.00,66.7,9.00,16.00,56.2,7.00,8.00,87.5,2.00,3.00,66.7,7.00,8.00,15.00,5.00,5.00,2.00,4.00,7.00,41.00,83.50,82.75,-8.00,0.00,0.00
1107453,21,20002656,2,2024,Ziaire Williams,MEM,SF,3,5,103.60,102,57,21.00,40.00,52.5,12.00,20.00,60.0,9.00,20.00,45.0,11.00,13.00,84.6,3.00,15.00,18.00,8.00,4.00,3.00,6.00,7.00,62.00,110.60,112.00,5.00,0.00,0.00
1107454,10,20002662,2,2024,Scottie Barnes,TOR,SF,3,3,103.80,70,56,23.00,37.00,62.2,18.00,26.00,69.2,5.00,11.00,45.5,9.00,13.00,69.2,6.00,13.00,19.00,8.00,2.00,6.00,7.00,3.00,60.00,111.80,110.75,42.00,0.00,0.00
1107455,29,20002663,2,2024,Keon Johnson,PHO,SG,0,5,38.50,68,22,9.00,27.00,33.3,7.00,17.00,41.2,2.00,10.00,20.0,3.00,3.00,100,0.00,5.00,5.00,5.00,4.00,1.00,8.00,4.00,23.00,43.50,43.75,-35.00,0.00,0.00
1107456,30,20002664,2,2024,Davion Mitchell,SAC,PG,1,5,69.50,100,3,13.00,37.00,35.1,3.00,11.00,27.3,10.00,26.00,38.5,1.00,2.00,50.0,1.00,4.00,5.00,17.00,3.00,2.00,9.00,6.00,37.00,74.50,79.25,-42.00,0.00,0.00
1107457,14,20002667,2,2024,Cade Cunningham,DET,PG,3,3,65.60,67,21,13.00,35.00,37.1,8.00,24.00,33.3,5.00,11.00,45.5,2.00,2.00,100,0.00,13.00,13.00,16.00,0.00,0.00,7.00,8.00,33.00,65.60,72.25,-38.00,0.00,0.00
1107458,13,20002673,2,2024,Isaiah Jackson,IND,PF,0,4,36.00,48,33,3.00,12.00,25.0,3.00,11.00,27.3,0.00,1.00,0,6.00,8.00,75.0,6.00,9.00,15.00,2.00,1.00,3.00,5.00,9.00,12.00,40.00,39.25,-17.00,0.00,0.00
1107459,11,20002674,2,2024,Ayo Dosunmu,CHI,PG,2,5,88.30,114,53,20.00,39.00,51.3,14.00,24.00,58.3,6.00,15.00,40.0,3.00,4.00,75.0,9.00,5.00,14.00,15.00,2.00,1.00,6.00,9.00,49.00,91.30,95.00,-12.00,0.00,0.00
1107460,9,20002678,2,2024,Neemias Queta,BOS,C,0,3,49.80,34,29,13.00,15.00,86.7,13.00,15.00,86.7,0.00,0.00,0,3.00,7.00,42.9,10.00,4.00,14.00,2.00,1.00,1.00,3.00,7.00,29.00,51.80,52.00,41.00,0.00,0.00
1107461,21,20002679,2,2024,Matt Hurt,MEM,PF,0,2,10.10,25,50,1.00,6.00,16.7,0.00,1.00,0,1.00,5.00,20.0,0.00,0.00,0,1.00,2.00,3.00,1.00,2.00,0.00,2.00,3.00,3.00,12.10,11.75,-12.00,0.00,0.00
1107462,9,20002686,2,2024,Sam Hauser,BOS,SF,2,5,90.80,107,45,12.00,39.00,30.8,1.00,3.00,33.3,11.00,36.00,30.6,7.00,7.00,100,5.00,14.00,19.00,8.00,7.00,1.00,2.00,7.00,42.00,98.80,98.25,44.00,0.00,0.00
1107463,28,20002689,2,2024,Jason Preston,LAC,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107464,28,20002690,2,2024,Brandon Boston Jr.,LAC,SG,0,1,1.20,0,39,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.25,0.00,0.00,0.00
1107465,14,20002693,2,2024,Isaiah Livers,DET,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107466,28,20002695,2,2024,Joshua Primo,LAC,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107467,28,20002701,2,2024,Bones Hyland,LAC,PG,2,4,111.20,78,22,24.00,47.00,51.1,23.00,32.00,71.9,1.00,15.00,6.7,13.00,17.00,76.5,3.00,13.00,16.00,16.00,5.00,2.00,8.00,13.00,62.00,118.20,116.50,-5.00,0.00,0.00
1107468,7,20002706,2,2024,Filip Petrusev,PHI,C,0,3,35.50,39,34,6.00,9.00,66.7,5.00,6.00,83.3,1.00,3.00,33.3,2.00,2.00,100,4.00,6.00,10.00,5.00,0.00,1.00,1.00,6.00,15.00,36.50,37.00,4.00,0.00,0.00
1107469,21,20002709,2,2024,Santi Aldama,MEM,PF,2,5,120.10,98,23,25.00,48.00,52.1,18.00,26.00,69.2,7.00,22.00,31.8,10.00,13.00,76.9,4.00,24.00,28.00,9.00,3.00,2.00,4.00,11.00,67.00,125.10,127.00,17.00,0.00,0.00
1107470,30,20002711,2,2024,Kessler Edwards,SAC,SF,0,5,44.40,53,10,7.00,16.00,43.8,4.00,7.00,57.1,3.00,9.00,33.3,3.00,4.00,75.0,3.00,14.00,17.00,2.00,2.00,0.00,3.00,3.00,20.00,46.40,48.25,15.00,0.00,0.00
1107471,9,20002712,2,2024,Dalano Banton,BOS,PG,1,5,60.40,87,55,13.00,36.00,36.1,11.00,25.00,44.0,2.00,11.00,18.2,6.00,7.00,85.7,4.00,8.00,12.00,6.00,3.00,1.00,5.00,6.00,34.00,64.40,64.50,3.00,0.00,0.00
1107472,7,20002724,2,2024,Javonte Smart,PHI,SG,0,4,33.60,33,5,6.00,10.00,60.0,0.00,1.00,0,6.00,9.00,66.7,0.00,0.00,0,0.00,3.00,3.00,6.00,3.00,0.00,3.00,0.00,18.00,36.60,38.25,11.00,0.00,0.00
1107473,17,20002727,2,2024,Micah Potter,UTA,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107474,9,20002729,2,2024,DJ Steward,BOS,PG,0,3,5.40,12,21,2.00,7.00,28.6,1.00,3.00,33.3,1.00,4.00,25.0,0.00,0.00,0,1.00,1.00,2.00,0.00,0.00,0.00,2.00,1.00,5.00,5.40,7.00,-6.00,0.00,0.00
1107475,29,20002736,2,2024,Jordan Goodwin,PHO,PG,0,3,61.80,48,48,9.00,17.00,52.9,7.00,10.00,70.0,2.00,7.00,28.6,0.00,0.00,0,3.00,11.00,14.00,6.00,8.00,2.00,4.00,9.00,20.00,71.80,65.50,26.00,0.00,0.00
1107476,11,20002738,2,2024,Terry Taylor,CHI,SF,0,4,49.30,50,13,8.00,18.00,44.4,8.00,18.00,44.4,0.00,0.00,0,3.00,3.00,100,10.00,9.00,19.00,7.00,1.00,0.00,5.00,4.00,19.00,50.30,52.75,-1.00,0.00,0.00
1107477,11,20002748,2,2024,Carlik Jones,CHI,PG,0,4,28.00,43,56,3.00,16.00,18.8,2.00,9.00,22.2,1.00,7.00,14.3,1.00,2.00,50.0,0.00,5.00,5.00,8.00,2.00,0.00,2.00,1.00,8.00,30.00,29.75,-11.00,0.00,0.00
1107478,7,20002751,2,2024,David Duke Jr.,PHI,SG,0,3,13.60,16,48,1.00,5.00,20.0,0.00,4.00,0,1.00,1.00,100,4.00,4.00,100,2.00,1.00,3.00,2.00,1.00,0.00,2.00,2.00,7.00,14.60,15.25,-5.00,0.00,0.00
1107479,10,20002786,2,2024,Jeff Dowtin Jr.,TOR,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107480,11,20002795,2,2024,Max Heidegger,CHI,PG,0,1,1.00,5,25,0.00,2.00,0,0.00,1.00,0,0.00,1.00,0,1.00,1.00,100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,3.00,0.00,0.00
1107481,29,20002799,2,2024,Ish Wainright,PHO,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107482,28,20002855,2,2024,Xavier Moon,LAC,SG,0,4,73.30,79,46,16.00,42.00,38.1,12.00,28.00,42.9,4.00,14.00,28.6,0.00,0.00,0,5.00,9.00,14.00,13.00,1.00,2.00,5.00,4.00,36.00,76.30,78.50,-26.00,0.00,0.00
1107483,17,20002861,2,2024,Ochai Agbaji,UTA,SG,1,4,46.20,81,43,11.00,26.00,42.3,9.00,13.00,69.2,2.00,13.00,15.4,6.00,9.00,66.7,4.00,7.00,11.00,2.00,1.00,1.00,4.00,6.00,30.00,48.20,49.75,35.00,0.00,0.00
1107484,15,20002865,2,2024,MarJon Beauchamp,MIL,SG,0,5,102.50,99,17,18.00,41.00,43.9,10.00,23.00,43.5,8.00,18.00,44.4,11.00,14.00,78.6,3.00,22.00,25.00,11.00,4.00,1.00,9.00,5.00,55.00,107.50,112.25,4.00,0.00,0.00
1107485,13,20002869,2,2024,Kendall Brown,IND,SG,0,2,10.80,25,48,2.00,6.00,33.3,2.00,2.00,100,0.00,4.00,0,0.00,0.00,0,1.00,3.00,4.00,2.00,0.00,1.00,3.00,2.00,4.00,11.80,12.50,-15.00,0.00,0.00
1107486,14,20002872,2,2024,Jaden Ivey,DET,SG,1,4,83.70,89,41,20.00,45.00,44.4,15.00,26.00,57.7,5.00,19.00,26.3,3.00,6.00,50.0,1.00,15.00,16.00,13.00,3.00,2.00,13.00,9.00,48.00,88.70,93.50,-19.00,0.00,0.00
1107487,30,20002873,2,2024,Keegan Murray,SAC,PF,3,3,73.30,73,6,18.00,35.00,51.4,11.00,15.00,73.3,7.00,20.00,35.0,1.00,1.00,100,2.00,12.00,14.00,3.00,3.00,1.00,0.00,7.00,44.00,77.30,77.50,-6.00,0.00,0.00
1107488,14,20002875,2,2024,Jalen Duren,DET,C,3,3,44.70,51,53,9.00,14.00,64.3,9.00,13.00,69.2,0.00,1.00,0,5.00,10.00,50.0,2.00,9.00,11.00,3.00,2.00,2.00,4.00,5.00,23.00,48.70,47.25,-20.00,0.00,0.00
1107489,13,20002879,2,2024,Bennedict Mathurin,IND,SG,4,4,77.10,84,41,17.00,33.00,51.5,12.00,20.00,60.0,5.00,13.00,38.5,11.00,13.00,84.6,4.00,14.00,18.00,9.00,1.00,0.00,10.00,8.00,50.00,78.10,85.50,-4.00,0.00,0.00
1107490,15,20002882,2,2024,TyTy Washington Jr.,MIL,PG,0,4,60.30,55,4,9.00,20.00,45.0,6.00,11.00,54.5,3.00,9.00,33.3,4.00,4.00,100,3.00,6.00,9.00,13.00,4.00,0.00,3.00,2.00,25.00,64.30,63.75,19.00,0.00,0.00
1107491,17,20002889,2,2024,Walker Kessler,UTA,C,4,4,93.00,93,38,15.00,28.00,53.6,15.00,25.00,60.0,0.00,3.00,0,2.00,7.00,28.6,8.00,22.00,30.00,6.00,2.00,7.00,2.00,3.00,32.00,102.00,97.00,19.00,1.00,0.00
1107492,10,20002894,2,2024,Christian Koloko,TOR,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107493,11,20002897,2,2024,Dalen Terry,CHI,SF,0,5,53.90,64,56,5.00,24.00,20.8,4.00,16.00,25.0,1.00,8.00,12.5,2.00,2.00,100,6.00,6.00,12.00,9.00,6.00,2.00,3.00,12.00,13.00,61.90,56.50,-8.00,0.00,0.00
1107494,9,20002902,2,2024,JD Davison,BOS,PG,0,3,29.80,37,42,4.00,10.00,40.0,4.00,6.00,66.7,0.00,4.00,0,1.00,1.00,100,1.00,3.00,4.00,10.00,1.00,0.00,1.00,2.00,9.00,30.80,30.50,-12.00,0.00,0.00
1107495,28,20002903,2,2024,Moussa Diabate,LAC,PF,0,3,51.40,47,1,6.00,17.00,35.3,6.00,17.00,35.3,0.00,0.00,0,7.00,8.00,87.5,11.00,6.00,17.00,0.00,3.00,4.00,2.00,5.00,19.00,58.40,53.25,-3.00,0.00,0.00
1107496,30,20002905,2,2024,Keon Ellis,SAC,SG,0,3,33.10,41,11,5.00,12.00,41.7,2.00,3.00,66.7,3.00,9.00,33.3,1.00,2.00,50.0,3.00,5.00,8.00,3.00,1.00,3.00,3.00,6.00,14.00,37.10,36.50,4.00,0.00,0.00
1107497,10,20002907,2,2024,Ron Harper Jr.,TOR,SF,0,1,7.70,5,48,2.00,3.00,66.7,1.00,1.00,100,1.00,2.00,50.0,0.00,0.00,0,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,5.00,7.70,8.25,0.00,0.00,0.00
1107498,21,20002910,2,2024,Jake LaRavia,MEM,PF,0,3,67.90,65,6,14.00,40.00,35.0,9.00,19.00,47.4,5.00,21.00,23.8,4.00,5.00,80.0,6.00,6.00,12.00,5.00,2.00,4.00,3.00,10.00,37.00,73.90,72.50,-12.00,0.00,0.00
1107499,11,20002911,2,2024,Justin Lewis,CHI,SF,0,2,7.60,12,9,2.00,5.00,40.0,2.00,3.00,66.7,0.00,2.00,0,0.00,3.00,0,0.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,7.60,7.75,-4.00,0.00,0.00
1107500,13,20002914,2,2024,Andrew Nembhard,IND,PG,0,1,18.20,23,22,5.00,10.00,50.0,4.00,8.00,50.0,1.00,2.00,50.0,2.00,2.00,100,1.00,0.00,1.00,2.00,2.00,0.00,3.00,2.00,13.00,20.20,20.25,-9.00,0.00,0.00
1107501,21,20002916,2,2024,David Roddy,MEM,PF,2,5,93.30,113,1,20.00,36.00,55.6,13.00,20.00,65.0,7.00,16.00,43.8,4.00,5.00,80.0,3.00,21.00,24.00,9.00,4.00,2.00,12.00,4.00,51.00,99.30,104.00,-7.00,0.00,0.00
1107502,28,20002924,2,2024,Bryson Williams,LAC,SF,0,2,10.20,12,0,3.00,7.00,42.9,3.00,6.00,50.0,0.00,1.00,0,1.00,2.00,50.0,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,7.00,11.20,10.25,-19.00,0.00,0.00
1107503,21,20002927,2,2024,Vince Williams Jr.,MEM,SG,0,2,41.90,37,43,5.00,13.00,38.5,3.00,3.00,100,2.00,10.00,20.0,6.00,7.00,85.7,2.00,10.00,12.00,3.00,1.00,3.00,3.00,4.00,18.00,45.90,45.00,-14.00,0.00,0.00
1107504,21,20002939,2,2024,Kenneth Lofton Jr.,MEM,PF,0,5,82.70,96,4,18.00,40.00,45.0,14.00,28.00,50.0,4.00,12.00,33.3,8.00,12.00,66.7,8.00,8.00,16.00,9.00,3.00,2.00,8.00,11.00,48.00,87.70,89.50,-24.00,0.00,0.00
1107505,17,20002944,2,2024,Johnny Juzang,UTA,SG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107506,15,20002945,2,2024,AJ Green,MIL,SG,0,3,38.70,36,50,8.00,14.00,57.1,0.00,2.00,0,8.00,12.00,66.7,1.00,1.00,100,1.00,5.00,6.00,3.00,2.00,0.00,2.00,2.00,25.00,40.70,44.00,-5.00,0.00,0.00
1107507,11,20002950,2,2024,Quenton Jackson,CHI,SG,0,3,25.80,26,12,5.00,10.00,50.0,3.00,7.00,42.9,2.00,3.00,66.7,3.00,3.00,100,1.00,3.00,4.00,4.00,1.00,0.00,2.00,4.00,15.00,26.80,28.00,5.00,0.00,0.00
1107508,14,20002954,2,2024,Buddy Boeheim,DET,SG,0,2,8.70,12,12,2.00,4.00,50.0,0.00,0.00,0,2.00,4.00,50.0,0.00,0.00,0,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,6.00,8.70,9.75,-2.00,0.00,0.00
1107509,14,20002971,2,2024,Jared Rhoden,DET,SG,0,3,34.80,42,59,6.00,13.00,46.2,5.00,9.00,55.6,1.00,4.00,25.0,2.00,2.00,100,4.00,5.00,9.00,4.00,2.00,0.00,1.00,6.00,15.00,36.80,36.25,13.00,0.00,0.00
1107510,21,20002981,2,2024,Jacob Gilyard,MEM,PG,1,5,81.10,93,6,6.00,16.00,37.5,1.00,3.00,33.3,5.00,13.00,38.5,0.00,1.00,0,1.00,12.00,13.00,27.00,7.00,1.00,8.00,4.00,17.00,89.10,88.25,-32.00,0.00,0.00
1107511,10,20003006,2,2024,Javon Freeman-Liberty,TOR,SG,0,3,29.30,25,30,5.00,11.00,45.5,5.00,9.00,55.6,0.00,2.00,0,2.00,3.00,66.7,6.00,3.00,9.00,5.00,0.00,1.00,3.00,2.00,12.00,30.30,31.25,-12.00,0.00,0.00
1107512,17,20003009,2,2024,Simone Fontecchio,UTA,SF,1,4,54.10,65,52,8.00,25.00,32.0,2.00,7.00,28.6,6.00,18.00,33.3,6.00,7.00,85.7,3.00,10.00,13.00,7.00,2.00,0.00,4.00,7.00,28.00,56.10,59.75,12.00,0.00,0.00
1107513,10,20003014,2,2024,Makur Maker,TOR,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107514,14,20003022,2,2024,Stanley Umude,DET,SG,0,4,64.90,67,48,10.00,22.00,45.5,3.00,6.00,50.0,7.00,16.00,43.8,10.00,10.00,100,0.00,12.00,12.00,7.00,1.00,2.00,3.00,6.00,37.00,67.90,70.50,12.00,0.00,0.00
1107515,13,20003035,2,2024,Jarace Walker,IND,PF,0,4,77.00,77,18,13.00,36.00,36.1,8.00,19.00,42.1,5.00,17.00,29.4,4.00,6.00,66.7,2.00,18.00,20.00,8.00,3.00,3.00,6.00,4.00,35.00,83.00,83.50,-28.00,0.00,0.00
1107516,14,20003036,2,2024,Ausar Thompson,DET,SG,4,4,110.90,116,31,14.00,40.00,35.0,10.00,30.00,33.3,4.00,10.00,40.0,15.00,23.00,65.2,11.00,26.00,37.00,11.00,3.00,4.00,11.00,13.00,47.00,117.90,121.75,-16.00,1.00,0.00
1107517,10,20003039,2,2024,Gradey Dick,TOR,SG,0,3,38.40,49,48,8.00,18.00,44.4,2.00,7.00,28.6,6.00,11.00,54.5,2.00,2.00,100,3.00,4.00,7.00,2.00,4.00,0.00,5.00,3.00,24.00,42.40,44.25,21.00,0.00,0.00
1107518,17,20003040,2,2024,Taylor Hendricks,UTA,PF,0,4,26.80,44,12,4.00,16.00,25.0,1.00,5.00,20.0,3.00,11.00,27.3,4.00,5.00,80.0,4.00,5.00,9.00,0.00,2.00,0.00,3.00,5.00,15.00,28.80,30.25,-20.00,0.00,0.00
1107519,17,20003044,2,2024,Keyonte George,UTA,SG,0,4,78.20,95,58,11.00,36.00,30.6,5.00,14.00,35.7,6.00,22.00,27.3,16.00,20.00,80.0,1.00,5.00,6.00,16.00,3.00,2.00,7.00,3.00,44.00,83.20,85.00,-13.00,0.00,0.00
1107520,17,20003050,2,2024,Brice Sensabaugh,UTA,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107521,30,20003058,2,2024,Colby Jones,SAC,SG,0,5,77.10,77,23,18.00,38.00,47.4,9.00,16.00,56.2,9.00,22.00,40.9,0.00,2.00,0,2.00,6.00,8.00,9.00,6.00,0.00,3.00,4.00,45.00,83.10,83.50,8.00,0.00,0.00
1107522,15,20003059,2,2024,Andre Jackson,MIL,SG,0,5,80.70,72,53,13.00,28.00,46.4,11.00,18.00,61.1,2.00,10.00,20.0,3.00,4.00,75.0,7.00,14.00,21.00,9.00,6.00,2.00,5.00,12.00,31.00,88.70,85.25,15.00,0.00,0.00
1107523,7,20003061,2,2024,Terquavion Smith,PHI,PG,0,3,23.20,20,42,5.00,16.00,31.2,1.00,5.00,20.0,4.00,11.00,36.4,0.00,0.00,0,0.00,1.00,1.00,2.00,2.00,1.00,1.00,3.00,14.00,26.20,25.75,-2.00,0.00,0.00
1107524,21,20003064,2,2024,GG Jackson,MEM,PF,0,4,34.50,56,14,10.00,31.00,32.3,6.00,15.00,40.0,4.00,16.00,25.0,2.00,3.00,66.7,0.00,5.00,5.00,1.00,0.00,2.00,3.00,2.00,26.00,36.50,38.25,-13.00,0.00,0.00
1107525,14,20003069,2,2024,Marcus Sasser,DET,PG,0,4,75.10,75,17,13.00,31.00,41.9,7.00,16.00,43.8,6.00,15.00,40.0,10.00,12.00,83.3,2.00,11.00,13.00,15.00,0.00,1.00,7.00,11.00,42.00,76.10,82.25,17.00,0.00,0.00
1107526,13,20003070,2,2024,Ben Sheppard,IND,SF,0,4,68.90,78,38,14.00,36.00,38.9,5.00,10.00,50.0,9.00,26.00,34.6,1.00,3.00,33.3,3.00,9.00,12.00,9.00,2.00,1.00,3.00,4.00,38.00,71.90,75.50,-3.00,0.00,0.00
1107527,28,20003072,2,2024,Kobe Brown,LAC,PF,0,4,59.40,77,6,9.00,22.00,40.9,5.00,8.00,62.5,4.00,14.00,28.6,6.00,6.00,100,3.00,9.00,12.00,4.00,4.00,4.00,5.00,12.00,28.00,67.40,64.50,-19.00,0.00,0.00
1107528,11,20003074,2,2024,Julian Phillips,CHI,SF,0,5,42.30,59,57,6.00,14.00,42.9,4.00,8.00,50.0,2.00,6.00,33.3,7.00,10.00,70.0,2.00,7.00,9.00,1.00,1.00,4.00,1.00,5.00,21.00,47.30,44.25,-17.00,0.00,0.00
1107529,9,20003076,2,2024,Jordan Walsh,BOS,SF,0,3,24.50,40,27,3.00,12.00,25.0,3.00,7.00,42.9,0.00,5.00,0,1.00,2.00,50.0,2.00,8.00,10.00,1.00,3.00,0.00,2.00,5.00,7.00,27.50,26.00,-3.00,0.00,0.00
1107530,28,20003082,2,2024,Jordan Miller,LAC,SF,0,4,22.80,32,30,4.00,7.00,57.1,4.00,6.00,66.7,0.00,1.00,0,0.00,0.00,0,0.00,4.00,4.00,4.00,2.00,1.00,2.00,1.00,8.00,25.80,24.00,-12.00,0.00,0.00
1107531,30,20003087,2,2024,Jalen Slawson,SAC,PF,0,4,19.70,23,58,2.00,7.00,28.6,2.00,4.00,50.0,0.00,3.00,0,0.00,0.00,0,2.00,4.00,6.00,3.00,2.00,1.00,2.00,7.00,4.00,22.70,21.00,9.00,0.00,0.00
1107532,13,20003088,2,2024,Isaiah Wong,IND,PG,0,3,10.40,22,28,1.00,5.00,20.0,1.00,3.00,33.3,0.00,2.00,0,2.00,2.00,100,0.00,2.00,2.00,4.00,0.00,0.00,2.00,4.00,4.00,10.40,11.50,-8.00,0.00,0.00
1107533,15,20003090,2,2024,Chris Livingston,MIL,SF,0,3,20.80,27,41,6.00,8.00,75.0,5.00,7.00,71.4,1.00,1.00,100,2.00,3.00,66.7,2.00,2.00,4.00,0.00,0.00,1.00,1.00,2.00,15.00,21.80,22.00,-6.00,0.00,0.00
1107534,10,20003095,2,2024,Markquis Nowell,TOR,PG,0,2,-0.50,11,47,0.00,2.00,0,0.00,2.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,-0.50,0.50,-12.00,0.00,0.00
1107535,7,20003096,2,2024,Ricky Council IV,PHI,SG,0,3,21.50,24,55,3.00,8.00,37.5,3.00,8.00,37.5,0.00,0.00,0,4.00,6.00,66.7,3.00,2.00,5.00,1.00,2.00,0.00,0.00,2.00,10.00,23.50,21.75,-2.00,0.00,0.00
1107536,7,20003098,2,2024,Azuolas Tubelis,PHI,C,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107537,15,20003102,2,2024,Omari Moore,MIL,PG,0,1,1.20,4,56,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.25,-1.00,0.00,0.00
1107538,11,20003103,2,2024,Adama Sanogo,CHI,C,0,2,26.10,22,19,5.00,13.00,38.5,5.00,13.00,38.5,0.00,0.00,0,1.00,2.00,50.0,6.00,2.00,8.00,1.00,2.00,1.00,2.00,3.00,11.00,29.10,27.50,2.00,0.00,0.00
1107539,17,20003104,2,2024,Joey Hauser,UTA,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1107540,15,20003108,2,2024,Drew Timme,MIL,PF,0,2,6.90,12,28,1.00,3.00,33.3,1.00,3.00,33.3,0.00,0.00,0,1.00,2.00,50.0,0.00,2.00,2.00,1.00,0.00,0.00,0.00,1.00,3.00,6.90,7.00,-1.00,0.00,0.00
1107541,15,20003125,2,2024,Jazian Gortman,MIL,PG,0,1,-0.50,4,56,0.00,3.00,0,0.00,1.00,0,0.00,2.00,0,0.00,0.00,0,0.00,0.00,0.00,1.00,0.00,0.00,2.00,2.00,0.00,-0.50,0.50,-1.00,0.00,0.00
1107542,13,20003130,2,2024,Oscar Tshiebwe,IND,C,0,2,7.90,11,28,1.00,1.00,100,1.00,1.00,100,0.00,0.00,0,2.00,2.00,100,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,4.00,7.90,8.00,-5.00,0.00,0.00
